Header Reference (BOM Reference),Sequence Number,Operation Reference,Operation Description,Subcontract,Nonprinting,Shrinkage,Overlap Percentage,Run-Time Hours,Run-Time Minutes,Run-Time Seconds,Quantity Per Run,Delay Hours,Delay Minutes,Delay Seconds,Notes,Setup Hours,Setup Minutes,Setup Seconds,Setup Rate,Labour Reference,Labour Description,Labour Notes,Labour Rate,Labour Hours,Labour Minutes,Labour Seconds,Setup Labour Resource Reference,Setup Labour Resource Description,Machine Reference,Machine Description,Machine Notes,Machine Rate,Machine Hours,Machine Minutes,Machine Seconds,Setup Machine Resource Reference,Setup Machine Resource Description,Tooling Resource Reference,Tooling Resource Description,Tooling Cost,Tooling Quantity,Supplier Account Reference,Order Reference,Order Details,Lead Time,Saturday,Sunday,Subcontract Quantity Break From 1,Subcontract Quantity Break To 1,Subcontract Quantity Break Cost 1,Subcontract Quantity Break Rate per Item 1,Subcontract Quantity Break Hours Offsite 1,Subcontract Quantity Break From 2,Subcontract Quantity Break To 2,Subcontract Quantity Break Cost 2,Subcontract Quantity Break Rate per Item 2,Subcontract Quantity Break Hours Offsite 2,Subcontract Quantity Break From 3,Subcontract Quantity Break To 3,Subcontract Quantity Break Cost 3,Subcontract Quantity Break Rate per Item 3,Subcontract Quantity Break Hours Offsite 3,Subcontract Quantity Break From 4,Subcontract Quantity Break To 4,Subcontract Quantity Break Cost 4,Subcontract Quantity Break Rate per Item 4,Subcontract Quantity Break Hours Offsite 4,Subcontract Quantity Break From 5,Subcontract Quantity Break To 5,Subcontract Quantity Break Cost 5,Subcontract Quantity Break Rate per Item 5,Subcontract Quantity Break Hours Offsite 5,LabourIsResourceGroup,MachineIsResourceGroup
ASSY-0000-00-SFG_Frame,10,CUTTING,Cutting & Kitting,FALSE,,,100,2,30,,1,0,30,,,,,,,Cutter,Cutter,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
ASSY-0000-00-SFG_Frame,20,WELDING,Fabrication & Welding,FALSE,,,100,8,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
ASSY-0000-00-SFG_Leaf,10,CUTTING,Cutting & Kitting,FALSE,,,100,6,30,,1,0,30,,,,,,,Cutter,Cutter,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
ASSY-0000-00-SFG_Leaf,20,WELDING,Fabrication & Welding,FALSE,,,100,24,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBG-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,16,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBG-0001,20,SHOTBLAST,Shot Blasting,FALSE,,,100,22,30,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBG-0001,30,PAINTING,Painting,FALSE,,,100,16,30,,1,0,30,,,,,,,Painting,Painting,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBG-0001,40,ASSEMBLY,Assembly,FALSE,,,100,12,30,,1,0,30,,,,,,,Assembly,Assembly,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBG-0001,50,PACKING,Packing,FALSE,,,100,4,30,,1,0,30,,,,,,,Assembly,Assembly,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGEXC3-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,16,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGEXC3-0001,20,NDT-SUB,Non-Destructive Testing (Subcontract),TRUE,,,100,1,0,,1,0,30,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,1,FALSE,FALSE,1,1.00E+21,0,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGEXC3-0001,30,SHOTBLAST,Shot Blasting,FALSE,,,100,22,30,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGEXC3-0001,40,PAINTING,Painting,FALSE,,,100,16,30,,1,0,30,,,,,,,Painting,Painting,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGEXC3-0001,50,ASSEMBLY,Assembly,FALSE,,,100,12,30,,1,0,30,,,,,,,Assembly,Assembly,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGEXC3-0001,60,PACKING,Packing,FALSE,,,100,4,30,,1,0,30,,,,,,,Assembly,Assembly,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGFF-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,16,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGFF-0001,20,SHOTBLAST,Shot Blasting,FALSE,,,100,22,30,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGFF-0001,30,PAINTING,Painting,FALSE,,,100,16,30,,1,0,30,,,,,,,Painting,Painting,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGFF-0001,40,ASSEMBLY,Assembly,FALSE,,,100,12,30,,1,0,30,,,,,,,Assembly,Assembly,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGFF-0001,50,PACKING,Packing,FALSE,,,100,4,30,,1,0,30,,,,,,,Assembly,Assembly,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGFFEXC3-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,16,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGFFEXC3-0001,20,NDT-SUB,Non-Destructive Testing (Subcontract),TRUE,,,100,1,0,,1,0,30,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,1,FALSE,FALSE,1,1.00E+21,0,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGFFEXC3-0001,30,SHOTBLAST,Shot Blasting,FALSE,,,100,22,30,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGFFEXC3-0001,40,PAINTING,Painting,FALSE,,,100,16,30,,1,0,30,,,,,,,Painting,Painting,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGFFEXC3-0001,50,ASSEMBLY,Assembly,FALSE,,,100,12,30,,1,0,30,,,,,,,Assembly,Assembly,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DBGFFEXC3-0001,60,PACKING,Packing,FALSE,,,100,4,30,,1,0,30,,,,,,,Assembly,Assembly,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFG-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,16,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFG-0001,20,SHOTBLAST,Shot Blasting,FALSE,,,100,22,30,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFG-0001,30,PAINTING,Painting,FALSE,,,100,16,30,,1,0,30,,,,,,,Painting,Painting,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFG-0001,40,ASSEMBLY,Assembly,FALSE,,,100,12,30,,1,0,30,,,,,,,Assembly,Assembly,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFG-0001,50,PACKING,Packing,FALSE,,,100,4,30,,1,0,30,,,,,,,Assembly,Assembly,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGEXC3-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,16,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGEXC3-0001,20,NDT-SUB,Non-Destructive Testing (Subcontract),TRUE,,,100,1,0,,1,0,30,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,1,FALSE,FALSE,1,1.00E+21,0,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGEXC3-0001,30,SHOTBLAST,Shot Blasting,FALSE,,,100,22,30,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGEXC3-0001,40,PAINTING,Painting,FALSE,,,100,16,30,,1,0,30,,,,,,,Painting,Painting,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGEXC3-0001,50,ASSEMBLY,Assembly,FALSE,,,100,12,30,,1,0,30,,,,,,,Assembly,Assembly,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGEXC3-0001,60,PACKING,Packing,FALSE,,,100,4,30,,1,0,30,,,,,,,Assembly,Assembly,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGFF-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,16,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGFF-0001,20,SHOTBLAST,Shot Blasting,FALSE,,,100,22,30,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGFF-0001,30,PAINTING,Painting,FALSE,,,100,16,30,,1,0,30,,,,,,,Painting,Painting,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGFF-0001,40,ASSEMBLY,Assembly,FALSE,,,100,12,30,,1,0,30,,,,,,,Assembly,Assembly,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGFF-0001,50,PACKING,Packing,FALSE,,,100,4,30,,1,0,30,,,,,,,Assembly,Assembly,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGFFEXC3-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,16,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGFFEXC3-0001,20,NDT-SUB,Non-Destructive Testing (Subcontract),TRUE,,,100,1,0,,1,0,30,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,1,FALSE,FALSE,1,1.00E+21,0,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGFFEXC3-0001,30,SHOTBLAST,Shot Blasting,FALSE,,,100,22,30,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGFFEXC3-0001,40,PAINTING,Painting,FALSE,,,100,16,30,,1,0,30,,,,,,,Painting,Painting,,,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGFFEXC3-0001,50,ASSEMBLY,Assembly,FALSE,,,100,12,30,,1,0,30,,,,,,,Assembly,Assembly,,,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
DFGFFEXC3-0001,60,PACKING,Packing,FALSE,,,100,4,30,,1,0,30,,,,,,,Assembly,Assembly,,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
PFG-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,2,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
PFG-0001,20,SHOTBLAST,Shot Blasting,FALSE,,,100,4,0,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
PFG-0001,30,PAINTING,Painting,FALSE,,,100,8,30,,1,0,30,,,,,,,Painting,Painting,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
PFG-0001,40,ASSEMBLY,Assembly,FALSE,,,100,6,30,,1,0,30,,,,,,,Assembly,Assembly,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
PFG-0001,50,PACKING,Packing,FALSE,,,100,2,30,,1,0,30,,,,,,,Assembly,Assembly,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
PFGEXC3-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,2,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
PFGEXC3-0001,20,NDT-SUB,Non-Destructive Testing (Subcontract),TRUE,,,100,0,30,,1,0,30,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,1,FALSE,FALSE,1,1.00E+21,0,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
PFGEXC3-0001,30,SHOTBLAST,Shot Blasting,FALSE,,,100,4,0,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,3,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
PFGEXC3-0001,40,PAINTING,Painting,FALSE,,,100,8,30,,1,0,30,,,,,,,Painting,Painting,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
PFGEXC3-0001,50,ASSEMBLY,Assembly,FALSE,,,100,6,30,,1,0,30,,,,,,,Assembly,Assembly,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
PFGEXC3-0001,60,PACKING,Packing,FALSE,,,100,2,30,,1,0,30,,,,,,,Assembly,Assembly,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBGFF-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,8,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBGFF-0001,20,SHOTBLAST,Shot Blasting,FALSE,,,100,11,30,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBGFF-0001,30,PAINTING,Painting,FALSE,,,100,8,30,,1,0,30,,,,,,,Painting,Painting,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBGFF-0001,40,ASSEMBLY,Assembly,FALSE,,,100,6,30,,1,0,30,,,,,,,Assembly,Assembly,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBGFF-0001,50,PACKING,Packing,FALSE,,,100,2,30,,1,0,30,,,,,,,Assembly,Assembly,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBGFFEXC3-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,8,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBGFFEXC3-0001,20,NDT-SUB,Non-Destructive Testing (Subcontract),TRUE,,,100,0,30,,1,0,30,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,1,FALSE,FALSE,1,1.00E+21,0,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBGFFEXC3-0001,30,SHOTBLAST,Shot Blasting,FALSE,,,100,11,30,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBGFFEXC3-0001,40,PAINTING,Painting,FALSE,,,100,8,30,,1,0,30,,,,,,,Painting,Painting,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBGFFEXC3-0001,50,ASSEMBLY,Assembly,FALSE,,,100,6,30,,1,0,30,,,,,,,Assembly,Assembly,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBGFFEXC3-0001,60,PACKING,Packing,FALSE,,,100,2,30,,1,0,30,,,,,,,Assembly,Assembly,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SFGFF-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,8,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SFGFF-0001,20,SHOTBLAST,Shot Blasting,FALSE,,,100,11,30,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SFGFF-0001,30,PAINTING,Painting,FALSE,,,100,8,30,,1,0,30,,,,,,,Painting,Painting,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SFGFF-0001,40,ASSEMBLY,Assembly,FALSE,,,100,6,30,,1,0,30,,,,,,,Assembly,Assembly,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SFGFF-0001,50,PACKING,Packing,FALSE,,,100,2,30,,1,0,30,,,,,,,Assembly,Assembly,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SFGFFEXC3-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,8,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SFGFFEXC3-0001,20,NDT-SUB,Non-Destructive Testing (Subcontract),TRUE,,,100,0,30,,1,0,30,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,1,FALSE,FALSE,1,1.00E+21,0,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SFGFFEXC3-0001,30,SHOTBLAST,Shot Blasting,FALSE,,,100,11,30,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SFGFFEXC3-0001,40,PAINTING,Painting,FALSE,,,100,8,30,,1,0,30,,,,,,,Painting,Painting,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SFGFFEXC3-0001,50,ASSEMBLY,Assembly,FALSE,,,100,6,30,,1,0,30,,,,,,,Assembly,Assembly,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SFGFFEXC3-0001,60,PACKING,Packing,FALSE,,,100,2,30,,1,0,30,,,,,,,Assembly,Assembly,,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBG-0001,10,WELDING,Fabrication & Welding,FALSE,,,100,8,30,,1,0,30,,,,,,,WELDER_1,Fabrication & Welding,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBG-0001,20,SHOTBLAST,Shot Blasting,FALSE,,,100,11,30,,1,0,30,,,,,,,Shot Blast,Shot Blast,,,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBG-0001,30,PAINTING,Painting,FALSE,,,100,8,30,,1,0,30,,,,,,,Painting,Painting,,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
SBG-0001,40,ASSEMBLY,Assembly,FALSE,,,100,6,30,,1,0,30,,,,,,,Assembly,Assembly,,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE
